,0.0,12.9,25.8,38.7,51.6,64.5,77.4,90.3,103.2,116.10000000000001,129.0,141.9,154.8,167.70000000000002,180.6,193.5,206.4,219.3,232.20000000000002,245.1,258.0,270.90000000000003,283.8,296.7,309.6,322.5,335.40000000000003,348.3,361.2,374.1,387.0,399.90000000000003,412.8,425.7,438.6,451.5,464.40000000000003,477.3,490.2,503.1,516.0,528.9,541.8000000000001,554.7,567.6,580.5,593.4,606.3000000000001,619.2,632.1
Symphyotrichum_adnatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.720533327762612e-05,0.02922953789453344,0.046197474440685844,0.030223095123261618,0.03416066198480201,0.033636488699292984,0.032812207454662186,0.026093406744459344,0.015265832337905925,0.012588805037885521,0.011573694302288074,0.021283172756089177,0.07939667104896929,0.06556659580748124,0.11004204119295785,0.12210653146416577,0.19611866517167276,0.1265834774635225,0.007024435742086814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum_amethystinum,0.0,0.0,0.0064948331030069825,0.08411951233281455,0.029247580240297926,0.023579628905798015,0.012674557316979071,0.013883010168774327,0.022941560262749305,0.04251015560969993,0.05108078592776622,0.09023251816317675,0.10630641412095633,0.132389773812925,0.1035369188542154,0.11773216537323693,0.0528246561532611,0.011311504565624157,0.012555223415850088,0.027293009273264356,0.031238455292518598,0.019736248617539063,0.00801434939671113,0.00028328660980721443,1.1256790148535663e-05,2.2208388113489905e-06,3.7485406766472184e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum_anomalum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012161554902034651,0.004013613900624459,0.023436414512310075,0.06960819836663805,0.08948722972024196,0.0958243628725142,0.09701662742966999,0.12723542051596512,0.08886359109908343,0.06472977773434944,0.05945342081191679,0.045079202020264206,0.06574657987736457,0.08365858968456069,0.03006609652643292,0.026443059924639384,0.020316089992927115,0.008900109461477252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum_anticostense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013739654021221162,0.04162776085355534,0.0076379500734222545,0.04045948409831511,0.15786807276470208,0.37322442874015543,0.1180445023930625,0.08705852558572769,0.0937060243109737,0.05011905202578833,0.0164170030700252,9.754206304189128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum_ascendens,0.009940285681273824,0.041341694616335606,0.16592761815044516,0.2493418048184878,0.16084608110958215,0.10931218354791528,0.0806823520297544,0.06570910920409447,0.04928953224517189,0.03187396273539027,0.018905659238139996,0.010231221464317888,0.004233530471571693,0.0014061565698309487,0.0005653512941606607,0.0002602369756818442,0.00013321984784607981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum_boreale,0.0,0.004694844427670382,0.07383353520631294,0.13157848939651412,0.21274000398739962,0.10154726418216628,0.06942245584428464,0.04904409688487631,0.0412731686738523,0.04680256243305652,0.04394893788987215,0.04177737246431837,0.037306052887615286,0.040835922540037005,0.03110274701046297,0.03214819217715079,0.01533068284657987,0.0055819838276988136,0.005265110780403751,0.006594328400718177,0.003649791133968994,0.002333898316572999,0.0012339803491480375,0.0005975554970463132,0.0001932058920418526,0.00019147396215083635,0.00015747693734090466,0.00013721109298891159,0.00013149948367759676,9.149098584630019e-05,7.451903863696569e-05,8.220234128746813e-05,0.00010123769055951,0.00011531235373924033,3.679030160143821e-05,1.9560131794323792e-05,1.1786473688023692e-05,6.970982750565372e-06,3.6404994771925876e-06,2.021436038466077e-06,6.232386537122463e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum_bracteolatum,0.009888449190146623,0.05068162227612576,0.08745537366666463,0.23989447987672965,0.1943020498904073,0.1084324141234834,0.08000097165226037,0.06796887430109376,0.05573903784626005,0.04190911951483561,0.028565003009544253,0.018421084647083957,0.008961158095801747,0.004616661931876639,0.002193825363675109,0.0007381292564046865,0.0002317453576064455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum_bullatum,0.07262930087709442,0.1094685622293716,0.08572319149342274,0.07587398566616936,0.07499856681117216,0.06348547279975959,0.05759218917899009,0.04996516037765706,0.04702471982124594,0.040382521298267846,0.041518502435571536,0.043435455625664095,0.03870894700964068,0.03230874043415241,0.026881886520981807,0.02488586860522914,0.02295787433833273,0.018385371845055006,0.014502585640077873,0.009484972021827812,0.008455773584146595,0.0059176702494242745,0.004870192807768811,0.004267851267418908,0.003948097209688018,0.0035984635427119245,0.0032042710234539426,0.0025662979490387976,0.0019520517869880463,0.0013680406774949627,0.0013453137364811075,0.001462964433207165,0.001466139006563229,0.001180742475136676,0.001110432895747837,0.0008359179635614989,0.0007702961751542185,0.0004839156266989813,0.000362956614219874,0.0002537752819848854,0.00014800019100726178,0.00010256247647943182,9.527826208363479e-05,1.9119733856039387e-05,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum_campestre,0.0,0.0026963413963815865,0.04352165146134327,0.19632409365636228,0.18791866243188124,0.13479966489245243,0.11798286885498474,0.10924815096886689,0.08503669737244103,0.052409911743890425,0.03239836624539545,0.02029918291889736,0.008503242365516516,0.005141823996153166,0.0024880468435504715,0.0009721587668278288,0.00019256749253564553,5.9980680756499455e-05,6.587911762814595e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
