"""""",variable,Model_avg
"""1""",151.0,0.1
"""2""",186.0,0.1
"""3""",150.0,0.1
"""4""",143.0,0.1
"""5""",150.0,0.1
"""6""",158.0,0.1
"""7""",210.0,0.1
"""8""",202.0,0.1
"""9""",134.0,0.1
"""10""",150.0,0.1
