"""""",variable,Model_avg
"""1""",219.0,0.1
"""2""",285.0,0.1
"""3""",204.0,0.1
"""4""",213.0,0.1
"""5""",279.0,0.1
"""6""",215.0,0.1
"""7""",213.0,0.1
"""8""",272.0,0.1
"""9""",207.0,0.1
"""10""",200.0,0.1
