"""""",variable,Model_avg
"""1""",66.0,0.16666666666666666
"""2""",77.0,0.16666666666666666
"""3""",75.0,0.16666666666666666
"""4""",82.0,0.16666666666666666
"""5""",73.0,0.16666666666666666
"""6""",70.0,0.16666666666666666
