"""""",variable,Model_avg
"""1""",0.0,0.1111111111111111
"""2""",0.0,0.1111111111111111
"""3""",0.0,0.1111111111111111
"""4""",0.0,0.1111111111111111
"""5""",9.0,0.1111111111111111
"""6""",4.0,0.1111111111111111
"""7""",18.0,0.1111111111111111
"""8""",8.0,0.1111111111111111
"""9""",0.0,0.1111111111111111
