"""""",variable,Model_avg
"""1""",12.0,0.16666666666666666
"""2""",10.0,0.16666666666666666
"""3""",13.0,0.16666666666666666
"""4""",12.0,0.16666666666666666
"""5""",13.0,0.16666666666666666
"""6""",4.0,0.16666666666666666
