"""""",variable,Model_avg
"""1""",0.0,0.1111111111111111
"""2""",0.0,0.1111111111111111
"""3""",0.0,0.1111111111111111
"""4""",0.0,0.1111111111111111
"""5""",26.0,0.1111111111111111
"""6""",12.0,0.1111111111111111
"""7""",16.0,0.1111111111111111
"""8""",14.0,0.1111111111111111
"""9""",6.0,0.1111111111111111
