"""""",variable,Model_avg
"""1""",8.0,0.16666666666666666
"""2""",9.0,0.16666666666666666
"""3""",6.0,0.16666666666666666
"""4""",2.0,0.16666666666666666
"""5""",9.0,0.16666666666666666
"""6""",1.0,0.16666666666666666
