"""""",variable,Model_avg
"""1""",55.0,0.16666666666666666
"""2""",52.0,0.16666666666666666
"""3""",47.0,0.16666666666666666
"""4""",47.0,0.16666666666666666
"""5""",49.0,0.16666666666666666
"""6""",49.0,0.16666666666666666
