"""""",variable,Model_avg
"""1""",2.0,0.1111111111111111
"""2""",30.0,0.1111111111111111
"""3""",2.0,0.1111111111111111
"""4""",2.0,0.1111111111111111
"""5""",36.0,0.1111111111111111
"""6""",9.0,0.1111111111111111
"""7""",7.0,0.1111111111111111
"""8""",80.0,0.1111111111111111
"""9""",88.0,0.1111111111111111
