"""""",variable,Model_avg
"""1""",1.0,0.16666666666666666
"""2""",0.0,0.16666666666666666
"""3""",0.0,0.16666666666666666
"""4""",0.0,0.16666666666666666
"""5""",2.0,0.16666666666666666
"""6""",1.0,0.16666666666666666
