"""""",variable,Model_avg
"""1""",54.0,0.16666666666666666
"""2""",49.0,0.16666666666666666
"""3""",53.0,0.16666666666666666
"""4""",51.0,0.16666666666666666
"""5""",45.0,0.16666666666666666
"""6""",59.0,0.16666666666666666
