"""""",variable,Model_avg
"""1""",35.0,0.1111111111111111
"""2""",83.0,0.1111111111111111
"""3""",37.0,0.1111111111111111
"""4""",41.0,0.1111111111111111
"""5""",33.0,0.1111111111111111
"""6""",41.0,0.1111111111111111
"""7""",72.0,0.1111111111111111
"""8""",29.0,0.1111111111111111
"""9""",30.0,0.1111111111111111
