"""""",variable,Model_avg
"""1""",16.0,0.16666666666666666
"""2""",2.0,0.16666666666666666
"""3""",17.0,0.16666666666666666
"""4""",8.0,0.16666666666666666
"""5""",0.0,0.16666666666666666
"""6""",13.0,0.16666666666666666
