"""""",variable,Model_avg
"""1""",66.0,0.16666666666666666
"""2""",41.0,0.16666666666666666
"""3""",44.0,0.16666666666666666
"""4""",78.0,0.16666666666666666
"""5""",55.0,0.16666666666666666
"""6""",61.0,0.16666666666666666
