"""""",variable,Model_avg
"""1""",1872.0,0.1
"""2""",929.0,0.1
"""3""",1787.0,0.1
"""4""",1682.0,0.1
"""5""",1861.0,0.1
"""6""",1620.0,0.1
"""7""",1156.0,0.1
"""8""",1581.0,0.1
"""9""",1357.0,0.1
"""10""",1734.0,0.1
