"""""",variable,Model_avg
"""1""",70.0,0.1
"""2""",67.0,0.1
"""3""",69.0,0.1
"""4""",67.0,0.1
"""5""",66.0,0.1
"""6""",53.0,0.1
"""7""",66.0,0.1
"""8""",52.0,0.1
"""9""",53.0,0.1
"""10""",68.0,0.1
