"""""",variable,Model_avg
"""1""",8.0,0.1
"""2""",4.0,0.1
"""3""",16.0,0.1
"""4""",17.0,0.1
"""5""",0.0,0.1
"""6""",14.0,0.1
"""7""",20.0,0.1
"""8""",16.0,0.1
"""9""",5.0,0.1
"""10""",0.0,0.1
