"""""",variable,Model_avg
"""1""",200.0,0.1
"""2""",38.0,0.1
"""3""",206.0,0.1
"""4""",105.0,0.1
"""5""",181.0,0.1
"""6""",42.0,0.1
"""7""",159.0,0.1
"""8""",144.0,0.1
"""9""",172.0,0.1
"""10""",136.0,0.1
