"""""",variable,Model_avg
"""1""",54.0,0.125
"""2""",164.0,0.125
"""3""",53.0,0.125
"""4""",112.0,0.125
"""5""",109.0,0.125
"""6""",332.0,0.125
"""7""",48.0,0.125
"""8""",101.0,0.125
