"""""",variable,Model_avg
"""1""",262.0,0.1
"""2""",232.0,0.1
"""3""",185.0,0.1
"""4""",175.0,0.1
"""5""",186.0,0.1
"""6""",209.0,0.1
"""7""",210.0,0.1
"""8""",202.0,0.1
"""9""",170.0,0.1
"""10""",240.0,0.1
