"""""",variable,Model_avg
"""1""",63.0,0.16666666666666666
"""2""",61.0,0.16666666666666666
"""3""",70.0,0.16666666666666666
"""4""",72.0,0.16666666666666666
"""5""",71.0,0.16666666666666666
"""6""",70.0,0.16666666666666666
