"""""",variable,Model_avg
"""1""",939.0,0.1
"""2""",1220.0,0.1
"""3""",948.0,0.1
"""4""",62.0,0.1
"""5""",1219.0,0.1
"""6""",1160.0,0.1
"""7""",1152.0,0.1
"""8""",39.0,0.1
"""9""",60.0,0.1
"""10""",1227.0,0.1
