"""""",variable,Model_avg
"""1""",200.0,0.125
"""2""",268.0,0.125
"""3""",184.0,0.125
"""4""",262.0,0.125
"""5""",276.0,0.125
"""6""",193.0,0.125
"""7""",196.0,0.125
"""8""",224.0,0.125
