"""""",variable,Model_avg
"""1""",241.0,0.1111111111111111
"""2""",166.0,0.1111111111111111
"""3""",155.0,0.1111111111111111
"""4""",154.0,0.1111111111111111
"""5""",165.0,0.1111111111111111
"""6""",135.0,0.1111111111111111
"""7""",164.0,0.1111111111111111
"""8""",164.0,0.1111111111111111
"""9""",229.0,0.1111111111111111
