"""""",variable,Model_avg
"""1""",84.0,0.16666666666666666
"""2""",25.0,0.16666666666666666
"""3""",24.0,0.16666666666666666
"""4""",33.0,0.16666666666666666
"""5""",28.0,0.16666666666666666
"""6""",25.0,0.16666666666666666
