"""""",variable,Model_avg
"""1""",471.0,0.16666666666666666
"""2""",459.0,0.16666666666666666
"""3""",425.0,0.16666666666666666
"""4""",474.0,0.16666666666666666
"""5""",460.0,0.16666666666666666
"""6""",419.0,0.16666666666666666
