"""""",variable,Model_avg
"""1""",49.0,0.1
"""2""",71.0,0.1
"""3""",58.0,0.1
"""4""",51.0,0.1
"""5""",49.0,0.1
"""6""",49.0,0.1
"""7""",50.0,0.1
"""8""",51.0,0.1
"""9""",60.0,0.1
"""10""",50.0,0.1
