"""""",variable,Model_avg
"""1""",274.0,0.16666666666666666
"""2""",370.0,0.16666666666666666
"""3""",406.0,0.16666666666666666
"""4""",385.0,0.16666666666666666
"""5""",329.0,0.16666666666666666
"""6""",228.0,0.16666666666666666
