"""""",variable,Model_avg
"""1""",129.0,0.1
"""2""",127.0,0.1
"""3""",125.0,0.1
"""4""",194.0,0.1
"""5""",125.0,0.1
"""6""",125.0,0.1
"""7""",189.0,0.1
"""8""",127.0,0.1
"""9""",225.0,0.1
"""10""",131.0,0.1
