"""""",variable,Model_avg
"""1""",1337.0,0.1
"""2""",1267.0,0.1
"""3""",1340.0,0.1
"""4""",1336.0,0.1
"""5""",1341.0,0.1
"""6""",1341.0,0.1
"""7""",1443.0,0.1
"""8""",1343.0,0.1
"""9""",1335.0,0.1
"""10""",1339.0,0.1
