"""""",variable,Model_avg
"""1""",1598.0,0.16666666666666666
"""2""",1902.0,0.16666666666666666
"""3""",1790.0,0.16666666666666666
"""4""",1646.0,0.16666666666666666
"""5""",1870.0,0.16666666666666666
"""6""",1865.0,0.16666666666666666
