Age_GTS2004	d18O_adj	d18O_adj_5pt_average	temp_C
0.25012	3.79	3.6725	2.596465875
0.25046	3.58	3.6975	2.514760875
0.25088	3.67	3.708	2.48049696
0.25095	3.75	3.6875	2.547421875
0.25095	3.75	3.7125	2.465821875
0.25112	NA	3.6425	2.694742875
0.25129	3.68	3.71	2.473974
0.25132	3.39	3.7775	2.254480875
0.25169	4.02	3.778	2.25285976
0.25169	4.02	3.8025	2.173510875
0.25171	3.78	3.9175	1.803302875
0.25186	NA	3.86	1.987944
0.25186	3.85	3.925	1.7792875
0.25212	3.79	4.005	1.5241035
0.25216	4.28	4.005	1.5241035
0.25232	4.1	3.96	1.667424
0.25232	NA	3.965	1.6514715
0.25232	3.67	3.895	1.8754435
0.25232	3.81	3.87	1.955766
0.25243	4	3.83	2.084646
0.25243	4	3.866	1.96863384
0.25254	3.67	3.916	1.80810784
0.25297	3.85	3.928	1.76968576
0.25317	4.06	3.91	1.827334
0.25317	4.06	3.99	1.571814
0.25322	NA	4.06	1.349704
0.25322	NA	3.9	1.8594
0.25332	NA	3.74	2.376264
0.2534	3.74	3.78	2.246376
0.25365	NA	3.83	2.084646
0.25365	3.82	3.79	2.213974
0.25375	3.93	3.875	1.9396875
0.25384	3.67	3.832	2.07819136
0.25393	4.08	3.806	2.16218904
0.25433	3.66	3.775	2.2625875
0.25443	3.69	3.9	1.8594
0.25443	NA	3.9225	1.787290875
0.25467	4.17	3.9225	1.787290875
0.25467	4.17	3.965	1.6514715
0.25471	3.66	3.86	1.987944
0.25515	3.86	3.814	2.13632344
0.25533	3.44	3.725	2.4250875
0.25543	3.94	3.765	2.2950315
0.25543	NA	3.733333333	2.39795555664045
0.2556	3.82	3.883333333	1.91290555662645
0.25575	NA	3.94	1.731304
0.25575	3.89	3.9825	1.595692875
0.25615	4.11	3.9175	1.803302875
0.25615	4.11	3.884	1.91076384
0.25633	3.56	3.8825	1.915582875
0.2565	3.75	3.7025	2.498440875
0.25673	NA	3.5125	3.123521875
0.25673	3.39	3.4525	3.323015875
0.25677	3.35	3.353333333	3.65494489000924
0.25677	3.32	3.515	3.1152315
0.25683	NA	3.6675	2.612827875
0.25689	4	3.6425	2.694742875
0.25689	4	3.76	2.311264
0.25733	3.25	3.822	2.11047576
0.25742	3.79	3.836	2.06528544
0.25763	4.07	3.842	2.04593496
0.25763	4.07	3.99	1.571814
0.25777	4.03	3.985	1.5877315
0.25807	NA	3.9025	1.851380875
0.25807	3.77	3.7625	2.303146875
0.25834	3.74	3.6325	2.727557875
0.25837	3.51	3.658	2.64393496
0.25837	3.51	3.692	2.53272096
0.25881	3.76	3.71	2.473974
0.25883	3.94	3.704	2.49354624
0.25883	3.83	3.724	2.42834464
0.25883	3.48	3.578	2.90689176
0.25933	3.61	3.4875	3.206521875
0.25933	3.03	3.2575	3.978332875
0.25944	NA	3.3325	3.725027875
0.25983	2.91	3.24	4.037664
0.26033	3.78	3.493333333	3.18713955666284
0.26087	NA	3.6325	2.727557875
0.26087	3.79	3.69	2.539254
0.26121	4.05	3.69	2.539254
0.26133	3.14	3.55	2.99935
0.26217	3.78	3.546	3.01257624
0.26234	2.99	3.42	3.431496
0.26247	3.77	3.515	3.1152315
0.26262	NA	3.5425	3.024152875
0.26334	3.52	3.775	2.2625875
0.26338	3.89	3.74	2.376264
0.26365	3.92	3.78	2.246376
0.26375	3.63	3.776	2.25934464
0.26391	3.94	3.772	2.27231776
0.26404	3.5	3.735	2.3925315
0.26418	3.87	3.72	2.441376
0.26434	NA	3.705	2.4902835
0.26434	3.57	3.7725	2.270695875
0.26445	3.88	3.77	2.278806
0.26471	3.77	3.598	2.84098456
0.26498	3.86	3.634	2.72263384
0.26534	2.91	3.628	2.74233376
0.26551	3.75	3.674	2.59155864
0.26578	3.85	3.65	2.67015
0.26579	4	3.826	2.09755864
0.26605	3.74	3.848	2.02659456
0.26631	3.79	3.872	1.94933376
0.26634	3.86	3.63	2.735766
0.26653	3.97	3.532	3.05890336
0.26655	2.79	3.422	3.42481176
0.26655	3.25	3.42	3.431496
0.26655	3.24	3.392	3.52519296
0.26658	3.85	3.666	2.61773784
0.26658	3.83	3.784	2.23341184
0.26682	4.16	3.956	1.68019104
0.26685	3.84	3.9825	1.595692875
0.26711	4.1	3.9625	1.659446875
0.26714	NA	3.91	1.827334
0.26718	3.75	3.9375	1.739296875
0.26727	3.95	3.825	2.1007875
0.26727	3.95	3.804	2.16865824
0.26734	3.65	3.644	2.68982304
0.26738	3.72	3.622	2.76204376
0.26747	2.95	3.598	2.84098456
0.26765	3.84	3.648	2.67670656
0.26791	3.83	3.682	2.56539736
0.26801	3.9	3.766	2.29178584
0.26818	3.89	3.77	2.278806
0.26834	3.37	3.788	2.22045216
0.26845	3.86	3.766	2.29178584
0.26871	3.92	3.762	2.30477016
0.26874	3.79	3.862	1.98150616
0.26875	3.87	3.888	1.89791616
0.26875	3.87	3.834	2.07173784
0.26898	3.99	3.806	2.16218904
0.26912	3.65	3.828	2.09110176
0.26912	3.65	3.83	2.084646
0.26925	3.98	3.788	2.22045216
0.26925	3.88	3.814	2.13632344
0.2695	3.78	3.856	2.00082304
0.2695	3.78	3.834	2.07173784
0.26952	3.86	3.8225	2.108860875
0.26979	3.87	3.8425	2.044322875
0.27001	NA	3.925	1.7792875
0.27006	3.86	3.975	1.6195875
0.27027	4.11	3.8075	2.157337875
0.27032	4.06	3.814	2.13632344
0.27035	3.2	3.78	2.246376
0.27053	3.84	3.712	2.46745216
0.27059	3.69	3.686	2.55232344
0.27086	3.77	3.832	2.07819136
0.27098	3.93	3.734	2.39578584
0.27098	3.93	3.728	2.41531776
0.27135	3.35	3.746	2.35675224
0.27139	3.66	3.734	2.39578584
0.27166	3.86	3.708	2.48049696
0.27192	3.87	3.802	2.17512856
0.27211	3.8	3.8375	2.060446875
0.27219	3.82	3.81	2.149254
0.27235	NA	3.75	2.34375
0.27246	3.75	3.7675	2.286917875
0.27272	3.63	3.645	2.6865435
0.27272	3.87	3.688	2.54578816
0.27287	3.33	3.702	2.50007256
0.27299	3.86	3.632	2.72919936
0.27326	3.82	3.512	3.12518016
0.27335	3.28	3.566	2.94648984
0.27335	3.27	3.514	3.11854744
0.27357	3.6	3.47	3.264726
0.27357	3.6	3.608	2.80807296
0.27368	3.6	3.638	2.70950616
0.27377	3.97	3.7	2.5066
0.27388	3.42	3.676	2.58501664
0.274	3.91	3.732	2.40229536
0.27435	3.48	3.714	2.46093144
0.27448	3.88	3.76	2.311264
0.2748	3.88	3.75	2.34375
0.27485	3.65	3.8175	2.125012875
0.27502	3.86	3.8125	2.141171875
0.27515	NA	3.7775	2.254480875
0.27534	3.86	3.8325	2.076577875
0.27535	3.74	3.86	1.987944
0.27555	3.87	3.896	1.87223424
0.27587	3.97	3.932	1.75688736
0.27604	4.04	3.946	1.71212824
0.27604	4.04	3.834	2.07173784
0.2764	3.81	3.816	2.12985984
0.27658	3.31	3.708	2.48049696
0.27662	3.88	3.644	2.68982304
0.27691	3.5	3.608	2.80807296
0.27715	3.72	3.68	2.571936
0.27736	3.63	3.63	2.735766
0.27748	3.67	3.72	2.441376
0.27756	NA	3.78	2.246376
0.27769	3.86	3.8625	1.979896875
0.27777	3.96	3.8925	1.883467875
0.27777	3.96	3.832	2.07819136
0.27785	3.79	3.8	2.1816
0.27801	3.59	3.602	2.82781656
0.27823	3.7	3.504	3.15172224
0.27836	2.97	3.518	3.10528536
0.27836	3.47	3.572	2.92668576
0.27863	3.86	3.578	2.90689176
0.27863	3.86	3.73	2.408806
0.27884	3.73	3.752	2.33725056
0.27884	3.73	3.696	2.51965824
0.27906	3.58	3.716	2.45441184
0.27906	3.58	3.676	2.58501664
0.27932	3.96	3.604	2.82123424
0.27936	3.53	3.626	2.74890264
0.27951	3.37	3.67	2.604646
0.27961	3.69	3.638	2.70950616
0.27991	3.8	3.665	2.6210115
0.27991	3.8	3.72	2.441376
0.28036	NA	3.7625	2.303146875
0.28036	3.59	3.7825	2.238272875
0.28068	3.86	3.8025	2.173510875
0.28077	3.88	3.72	2.441376
0.28077	3.88	3.746	2.35675224
0.28086	3.39	3.72	2.441376
0.281	3.72	3.618	2.77518936
0.28121	3.73	3.564	2.95309344
0.28136	3.37	3.658	2.64393496
0.28148	3.61	3.686	2.55232344
0.28163	3.86	3.648	2.67670656
0.28163	3.86	3.692	2.53272096
0.28175	3.54	3.604	2.82123424
0.28196	3.59	3.556	2.97951904
0.2821	3.17	3.468	3.27138336
0.28228	3.62	3.516	3.11191584
0.28236	3.42	3.554	2.98612824
0.28249	3.78	3.634	2.72263384
0.28249	3.78	3.6375	2.711146875
0.28249	3.57	3.59	2.867334
0.28273	NA	3.5025	3.156700875
0.28307	3.23	3.415	3.4482115
0.28335	3.43	3.3875	3.540271875
0.28335	3.43	3.376	3.57883264
0.28336	3.46	3.422	3.42481176
0.28356	3.33	3.428	3.40476576
0.28388	3.46	3.442	3.35803096
0.2841	3.46	3.458	3.30468696
0.28415	3.5	3.5	3.165
0.28421	3.54	3.396	3.51179424
0.28421	3.54	3.378	3.57212376
0.28436	2.94	3.38	3.565416
0.28436	3.37	3.362	3.62582616
0.28441	3.51	3.294	3.85486104
0.28463	3.45	3.386	3.54529944
0.28468	3.2	3.388	3.53859616
0.28495	3.4	3.362	3.62582616
0.28508	3.38	3.358	3.63926296
0.28508	3.38	3.404	3.48501024
0.2853	3.43	3.326	3.74691864
0.2853	3.43	3.336	3.71324544
0.28537	3.01	3.31	3.800854
0.28549	3.43	3.274	3.92247064
0.28551	3.25	3.18	4.241736
0.28551	3.25	3.2225	4.097080875
0.28551	2.96	3.1875	4.216171875
0.28551	NA	3.2	4.1736
0.2857	3.29	3.2125	4.131071875
0.28596	3.3	3.3	3.8346
0.28602	3.3	3.306	3.81434904
0.28624	3.31	3.314	3.78736344
0.28637	3.33	3.298	3.84135256
0.28637	3.33	3.282	3.89541336
0.28647	3.22	3.264	3.95631744
0.28656	3.22	3.238	4.04445016
0.28682	3.22	3.234	4.05802584
0.28709	3.2	3.232	4.06481536
0.28723	3.31	3.206	4.15318104
0.2873	3.21	3.088	4.55660416
0.28737	3.09	3.062	4.64601816
0.28737	2.63	3.016	4.80467584
0.28762	3.07	2.99	4.894614
0.28784	3.08	3.07	4.618486
0.28816	3.08	3.178	4.24855576
0.28837	3.49	3.222	4.09877976
0.28837	3.17	3.264	3.95631744
0.28857	3.29	3.31	3.800854
0.28857	3.29	3.2325	4.063117875
0.2887	NA	3.2425	4.029182875
0.28878	3.18	3.1625	4.301446875
0.28881	3.21	3.285	3.8852715
0.28886	2.97	3.254	3.99019224
0.28886	3.78	3.26	3.969864
0.28906	3.13	3.27	3.936006
0.28947	3.21	3.38	3.565416
0.28975	3.26	3.28	3.902176
0.29016	3.52	3.28	3.902176
0.29017	3.28	3.204	4.15998624
0.29017	3.13	3.236	4.05123744
0.29037	2.83	3.212	4.13277216
0.29037	3.42	3.202	4.16679256
0.29044	3.4	3.222	4.09877976
0.29077	3.23	3.384	3.55200384
0.29077	3.23	3.338	3.70651416
0.29085	3.64	3.314	3.78736344
0.29104	3.19	3.346	3.67960024
0.29132	3.28	3.346	3.67960024
0.29154	3.39	3.308	3.80760096
0.29163	3.23	3.3375	3.708196875
0.29182	3.45	3.375	3.5821875
0.29217	NA	3.4425	3.356362875
0.29223	3.43	3.475	3.2480875
0.29251	3.66	3.4475	3.339685875
0.29287	3.36	3.452	3.32468256
0.29287	3.34	3.482	3.22480536
0.29293	3.47	3.466	3.27804184
0.29298	3.58	3.5	3.165
0.29298	3.58	3.516	3.11191584
0.29328	3.53	3.58	2.900296
0.29338	3.42	3.56	2.966304
0.29338	3.79	3.552	2.99273856
0.29362	3.48	3.588	2.87392416
0.2939	3.54	3.612	2.79491616
0.29405	3.71	3.54	3.032424
0.29431	3.54	3.55	2.99935
0.29442	3.43	3.554	2.98612824
0.29442	3.53	3.515	3.1152315
0.29459	3.56	3.5125	3.123521875
0.29504	NA	3.5375	3.040696875
0.29518	3.53	3.55	2.99935
0.29518	3.53	3.546666667	3.01037155445324
0.29528	3.58	3.546666667	3.01037155445324
0.29548	NA	3.543333333	3.02139622332485
0.29548	NA	3.5	3.165
0.29597	3.52	3.493333333	3.18713955666284
0.29638	3.4	3.525	3.0820875
0.29638	3.56	3.438	3.37137816
0.29638	3.62	3.456	3.31135104
0.29656	3.09	3.484	3.21815584
0.29674	3.61	3.492	3.19156896
0.29689	3.54	3.49	3.198214
0.29711	3.6	3.69	2.539254
0.29725	3.61	3.786	2.22693144
0.29738	4.09	3.8	2.1816
0.29738	4.09	3.808	2.15572096
0.29747	3.61	3.794	2.20102104
0.29762	3.64	3.72	2.441376
0.29783	3.54	3.596666667	2.84537488779125
0.29788	NA	3.58	2.900296
0.29788	NA	3.496666667	3.17606822111525
0.29798	3.56	3.436666667	3.37582822110965
0.2981	3.39	3.57	2.933286
0.29834	3.36	3.614	2.78833944
0.29838	3.97	3.592	2.86074496
0.29838	3.79	3.606	2.81465304
0.29907	3.45	3.626	2.74890264
0.29929	3.46	3.616	2.78176384
0.29943	3.46	3.642	2.69638296
0.29948	3.92	3.614	2.78833944
0.29948	3.92	3.638	2.70950616
0.29956	3.31	3.67	2.604646
0.29956	3.58	3.588	2.87392416
0.29956	3.62	3.558	2.97291096
0.29965	3.51	3.578	2.90689176
0.29969	3.77	3.634	2.72263384
0.2998	3.41	3.682	2.56539736
0.3	3.86	3.66	2.637384
0.30001	3.86	3.598	2.84098456
0.30002	3.4	3.668	2.61119136
0.30018	3.46	3.59	2.867334
0.30018	3.76	3.508	3.13844896
0.30038	3.47	3.608	2.80807296
0.30038	3.45	3.696	2.51965824
0.30053	3.9	3.68	2.571936
0.30053	3.9	3.64	2.702944
0.30072	NA	3.6075	2.809717875
0.30075	3.31	3.45	3.33135
0.30085	3.32	3.3175	3.775562875
0.3009	3.27	3.312	3.79410816
0.30126	3.37	3.312	3.79410816
0.30163	3.29	3.36	3.632544
0.30184	3.31	3.382	3.55870936
0.30203	3.56	3.418	3.43818136
0.30221	3.38	3.466	3.27804184
0.30229	3.55	3.488	3.20486016
0.30234	3.53	3.518	3.10528536
0.30235	3.42	3.502	3.15836056
0.30255	3.71	3.56	2.966304
0.30257	3.3	3.622	2.76204376
0.30264	3.84	3.594	2.85415704
0.30264	3.84	3.52	3.098656
0.30275	3.28	3.56	2.966304
0.30294	3.34	3.44	3.364704
0.30297	3.5	3.276	3.91570464
0.3033	3.24	3.276	3.91570464
0.30339	3.02	3.26	3.969864
0.30348	3.28	3.155	4.3270635
0.30375	NA	3.1375	4.386896875
0.30384	3.08	3.18	4.241736
0.30403	3.17	3.14	4.378344
0.30421	3.19	3.258	3.97663896
0.30439	3.12	3.388	3.53859616
0.30474	3.73	3.368	3.60567936
0.30474	3.73	3.368	3.60567936
0.30487	3.07	3.396	3.51179424
0.30495	3.19	3.268	3.94277536
0.30508	3.26	3.118	4.45366936
0.30536	3.09	3.13	4.412566
0.30584	2.98	3.065	4.6356915
0.30628	NA	3.0425	4.713202875
0.30633	2.93	3.085	4.5669115
0.30639	3.17	3.06	4.652904
0.30679	3.26	3.152	4.33731456
0.30681	2.88	3.27	3.936006
0.30684	3.52	3.282	3.89541336
0.30684	3.52	3.236	4.05123744
0.30779	3.23	3.325	3.7502875
0.30802	3.03	3.325	3.7502875
0.30876	NA	3.325	3.7502875
0.30895	3.52	3.2425	4.029182875
0.30895	3.52	3.2825	3.893722875
0.3094	2.9	3.274	3.92247064
0.30961	3.19	3.22	4.105576
0.31	3.24	3.18	4.241736
0.31025	3.25	3.382	3.55870936
0.31026	3.32	3.43	3.398086
0.31026	3.91	3.468	3.27138336
0.31105	3.43	3.5225	3.090370875
0.31105	3.43	3.355	3.6493435
0.31215	NA	3.1975	4.182110875
0.3124	2.65	3.1425	4.369792875
0.3124	3.28	3.145	4.3612435
0.31294	3.21	3.204	4.15998624
0.31315	3.44	3.332	3.72671136
0.31315	3.44	3.262	3.96309016
0.3142	3.29	3.275	3.9190875
0.3143	2.93	3.2375	4.046146875
0.31458	NA	3.2	4.1736
0.31525	3.29	3.165	4.2929115
0.31525	3.29	3.2625	3.961396875
0.3154	3.15	3.274	3.92247064
0.31578	3.32	3.296	3.84810624
0.31578	3.32	3.286	3.88189144
0.31596	3.4	3.304	3.82109824
0.31631	3.24	3.188	4.21446816
0.31631	3.24	3.114	4.46737944
0.31651	2.74	3.0425	4.713202875
0.31687	2.95	2.8975	5.216120875
0.31721	NA	2.8775	5.285950875
0.31796	2.66	3.195	4.1906235
0.31838	3.16	3.1975	4.182110875
0.31841	4.01	3.254	3.99019224
0.31841	2.96	3.418	3.43818136
0.31841	3.48	3.4	3.4984
0.31841	3.48	3.318	3.77387736
0.31895	3.07	3.446	3.34468824
0.31907	3.6	3.324	3.75365664
0.31907	3.6	3.246	4.01731224
0.31911	2.87	3.29	3.868374
0.31941	3.09	3.2725	3.927545875
0.31961	NA	3.255	3.9868035
0.31973	3.53	3.3325	3.725027875
0.31973	3.53	3.3075	3.809287875
0.31987	3.18	3.336	3.71324544
0.31987	2.99	3.32	3.767136
0.3204	3.45	3.322	3.76039576
0.3204	3.45	3.174	4.26219864
0.32041	3.54	3.288	3.87513216
0.32086	2.44	3.292	3.86161696
0.32096	3.56	3.25	4.00375
0.32096	3.47	3.19	4.207654
0.32106	3.24	3.334	3.71997784
0.32106	3.24	3.254	3.99019224
0.32149	3.16	3.076	4.59784864
0.32149	3.16	2.95	5.03335
0.32183	2.58	2.93	5.102886
0.32198	2.61	2.908	5.17950496
0.32211	3.14	2.886	5.25625944
0.32215	3.05	3.052	4.68045856
0.32215	3.05	3.192	4.20084096
0.32225	3.41	3.226	4.08519064
0.32231	3.31	3.2	4.1736
0.32231	3.31	3.206	4.15318104
0.32241	2.92	3.14	4.378344
0.32248	3.08	3.098	4.52226456
0.32248	3.08	3.078	4.59097176
0.32284	3.1	3.136	4.39202944
0.32314	3.21	3.15	4.34415
0.32314	3.21	3.0575	4.661512875
0.32321	NA	3.0475	4.695965875
0.32328	2.71	3.01	4.825414
0.3238	3.06	2.82	5.487336
0.3238	3.06	2.758	5.70551896
0.32391	2.45	2.814	5.50840344
0.32426	2.51	2.8	5.5576
0.32448	2.99	2.692	5.93896096
0.32448	2.99	2.77	5.663206
0.32474	2.52	2.836	5.43120544
0.32514	2.84	2.72	5.839776
0.32514	2.84	2.672	6.00994176
0.32542	2.41	2.7	5.9106
0.32542	2.75	2.664	6.03836544
0.32547	2.66	2.618	6.20214936
0.32547	2.66	2.686	5.96024344
0.32548	2.61	2.686	5.96024344
0.3258	2.75	2.676	5.99573664
0.3258	2.75	2.76	5.698464
0.32605	2.61	2.746	5.74787224
0.32607	3.08	2.704	5.89642624
0.32613	2.54	2.68	5.981536
0.32613	2.54	2.694	5.93186904
0.32619	2.63	2.614	6.21641944
0.32646	2.68	2.592	6.29498496
0.32646	2.68	2.596	6.28069024
0.32668	2.43	2.582	6.33074136
0.32679	2.56	2.572	6.36652576
0.32679	2.56	2.562	6.40233816
0.32712	2.63	2.598	6.27354456
0.32712	2.63	2.608	6.23783296
0.32729	2.61	2.684	5.96733984
0.32729	2.61	2.68	5.981536
0.32749	2.94	2.676	5.99573664
0.32751	2.61	2.58	6.337896
0.32751	2.61	2.55	6.44535
0.32802	2.13	2.506	6.60340504
0.32802	2.46	2.51	6.589014
0.32802	2.72	2.514	6.57462744
0.32836	2.63	2.628	6.16649376
0.32836	2.63	2.6	6.2664
0.32842	2.7	2.57	6.373686
0.32861	2.32	2.51	6.589014
0.32898	NA	2.525	6.5350875
0.3291	2.39	2.6125	6.221771875
0.32958	2.69	2.6625	6.043696875
0.33002	3.05	2.696	5.92477824
0.33007	2.52	2.738	5.77613016
0.33018	2.83	2.724	5.82562464
0.33052	2.6	2.6425	6.114842875
0.33055	2.62	2.7875	5.601571875
0.33062	NA	2.9275	5.111585875
0.3307	3.1	3.125	4.4296875
0.33091	3.39	3.09	4.549734
0.33091	3.39	3.002	4.85308056
0.33103	2.48	2.946	5.04724824
0.33142	2.65	2.81	5.522454
0.33142	2.82	2.88	5.277216
0.33152	2.71	2.98	4.929256
0.33166	3.74	2.994	4.88076504
0.33166	2.98	2.97	4.963926
0.33201	2.72	2.984	4.91539584
0.33243	2.7	3.044	4.70803104
0.33249	2.78	3.256	3.98341504
0.33262	4.04	3.39	3.531894
0.33262	4.04	3.4375	3.373046875
0.33263	NA	3.48	3.231456
0.33283	2.89	3.1375	4.386896875
0.33298	2.95	3.0125	4.816771875
0.33343	2.67	3.014	4.81158744
0.33343	3.54	3.07	4.618486
0.33346	3.02	3.116	4.46052384
0.33395	3.17	3.2	4.1736
0.33443	3.18	3.115	4.4639515
0.33458	3.09	3.2075	4.148077875
0.33463	NA	3.2275	4.080095875
0.33478	3.39	3.385	3.5486515
0.33496	3.25	3.4825	3.223142875
0.33513	3.81	3.436	3.37805344
0.33514	3.48	3.408	3.47162496
0.33517	3.25	3.462	3.29136216
0.33517	3.25	3.322	3.76039576
0.33531	3.52	3.31	3.800854
0.33543	3.11	3.418	3.43818136
0.33549	3.42	3.404	3.48501024
0.33567	3.79	3.44	3.364704
0.33577	3.18	3.566	2.94648984
0.33584	3.7	3.512	3.12518016
0.33602	3.74	3.382	3.55870936
0.33603	3.15	3.518	3.10528536
0.33603	3.14	3.574	2.92008664
0.33619	3.86	3.442	3.35803096
0.33637	3.98	3.446	3.34468824
0.3364	3.08	3.5225	3.090370875
0.33643	3.17	3.4525	3.323015875
0.33643	NA	3.435	3.3813915
0.33643	3.58	3.5375	3.040696875
0.33655	3.91	3.7175	2.449522875
0.33662	3.49	3.628	2.74233376
0.33672	3.89	3.566	2.94648984
0.33688	3.27	3.562	2.95969816
0.33688	3.27	3.642	2.69638296
0.3369	3.89	3.642	2.69638296
0.33708	3.89	3.77	2.278806
0.33725	3.89	3.924	1.78248864
0.33743	3.91	3.992	1.56544896
0.33761	4.04	4.06	1.349704
0.33773	4.23	4.072	1.31176576
0.33773	4.23	4.116	1.17300384
0.33778	3.95	4.12	1.160416
0.33783	4.13	4.092	1.24862496
0.33796	4.06	4.066	1.33072984
0.33814	4.09	4.166	1.01597784
0.33849	4.1	4.23	0.816006000000001
0.33858	4.45	4.2725	0.683845875000002
0.33858	4.45	4.255	0.738203500000002
0.33863	NA	4.2475	0.761525875000003
0.33867	4.02	4.1725	0.995615875000001
0.33884	4.07	4.06	1.349704
0.33919	4.15	4.08	1.286496
0.33927	4	4.192	0.93460096
0.33937	4.16	4.294	0.617181040000002
0.33943	4.58	4.274	0.679190640000001
0.33943	4.58	4.202	0.903352560000001
0.33955	4.05	4.168	1.00971136
0.33971	3.64	4.132	1.12267936
0.33991	3.99	4.096	1.23601024
0.33993	4.4	4.116	1.17300384
0.33993	4.4	4.164	1.02224544
0.34009	4.15	4.142	1.09126296
0.34014	3.88	4.07	1.318086
0.34024	3.88	4.074	1.30544664
0.34026	4.04	4.128	1.13525376
0.34042	4.42	4.038	1.41936216
0.34042	4.42	4.118	1.16670936
0.34044	3.43	4.14	1.097544
0.34044	4.28	4.17	1.003446
0.34064	4.15	4.2	0.909600000000002
0.34091	4.57	4.428	0.204605760000002
0.34091	4.57	4.418	0.235221360000001
0.34091	4.57	4.366	0.394873840000002
0.34103	4.23	4.258	0.72887896
0.3412	3.89	4.142	1.09126296
0.34123	4.03	4.035	1.4288715
0.34125	3.99	4.1075	1.199767875
0.34128	NA	4.265	0.707131500000003
0.34139	4.52	4.3875	0.328771874999999
0.34139	4.52	4.4275	0.206135874999999
0.34139	4.52	4.45	0.137349999999999
0.34142	4.15	4.454	0.125136240000003
0.34154	4.54	4.458	0.112926960000001
0.34154	4.54	4.38	0.351816000000001
0.34154	4.54	4.308	0.57384096
0.34162	4.13	4.236	0.797317440000003
0.34168	3.79	3.842	2.04593496
0.34182	4.18	3.476	3.24476064
0.34236	2.57	3.572	2.92668576
0.34236	2.71	3.736	2.38927744
0.34252	4.61	3.822	2.11047576
0.34252	4.61	4.094	1.24231704
0.34252	4.61	4.368	0.388719360000001
0.34255	3.93	4.288	0.635772159999999
0.34257	4.08	4.15	1.06615
0.34294	4.21	4.058	1.35603096
0.34296	3.92	4.092	1.24862496
0.34316	4.15	4.098	1.22970456
0.34335	4.1	4.092	1.24862496
0.34343	4.11	4.144	1.08498304
0.3435	4.18	4.15	1.06615
0.3435	4.18	4.152	1.05987456
0.3435	4.18	4.124	1.14783264
0.34375	4.11	4.11	1.191894
0.34386	3.97	4.11	1.191894
0.34394	4.11	4.07	1.318086
0.34414	4.18	4.064	1.33705344
0.34434	3.98	4.07	1.318086
0.34444	4.08	4.072	1.31176576
0.34444	4	4.045	1.3971835
0.34444	4.12	3.8	2.1816
0.34444	NA	3.66	2.637384
0.34444	3	3.735	2.3925315
0.34444	3.52	3.78	2.246376
0.34447	4.3	3.884	1.91076384
0.34447	4.3	4.104	1.21079424
0.34447	4.3	4.206	0.890861039999998
0.34453	4.1	4.146	1.07870424
0.34473	4.03	4.09	1.254934
0.34493	4	4.034	1.43204184
0.34513	4.02	3.972	1.62914976
0.34532	4.02	3.978	1.61002776
0.34534	3.79	3.952	1.69296256
0.34539	4.06	3.868	1.96219936
0.34539	3.87	3.93	1.763286
0.34544	3.6	4.038	1.41936216
0.34545	4.33	4.092	1.24862496
0.34545	4.33	3.788	2.22045216
0.34545	4.33	3.476	3.24476064
0.34551	2.35	3.14	4.378344
0.34551	2.04	3.078	4.59097176
0.34551	2.65	3.048	4.69424256
0.34552	4.02	3.414	3.45155544
0.3457	4.18	3.842	2.04593496
0.3457	4.18	4.092	1.24862496
0.3457	4.18	4.068	1.32440736
0.34572	3.9	4.086	1.26755544
0.34591	3.9	4.104	1.21079424
0.34594	4.27	4.122	1.15412376
0.34594	4.27	4.172	0.997181760000001
0.34594	4.27	4.174	0.990918640000001
0.346	4.15	4.022	1.47010776
0.34611	3.91	3.972	1.62914976
0.34644	3.51	3.904	1.84657024
0.3465	4.02	3.8425	2.044322875
0.3467	3.93	3.82	2.116936
0.34678	NA	4.0175	1.484392875
0.3469	3.82	4.0875	1.262821875
0.34692	4.3	4.18	0.972136000000003
0.34692	4.3	4.13	1.128966
0.34692	4.3	4.18	0.972136000000003
0.34709	3.93	4.104	1.21079424
0.34714	4.07	4.04	1.413024
0.34729	3.92	3.934	1.75048984
0.34749	3.98	3.894	1.87865304
0.34759	3.77	3.856	2.00082304
0.34765	3.73	3.872	1.94933376
0.34769	3.88	3.852	2.01370656
0.34789	4	3.874	1.94290264
0.3479	3.88	3.904	1.84657024
0.3479	3.88	3.902	1.85298456
0.3479	3.88	3.862	1.98150616
0.34809	3.87	3.752	2.33725056
0.34828	3.8	3.722	2.43485976
0.34845	3.33	3.708	2.48049696
0.34848	3.73	3.74	2.376264
0.34868	3.81	3.786	2.22693144
0.34888	4.03	3.926	1.77608664
0.34888	4.03	3.912	1.82092416
0.34888	4.03	3.886	1.90433944
0.34888	3.66	3.85	2.02015
0.34907	3.68	3.802	2.17512856
0.34924	3.85	3.696	2.51965824
0.34927	3.79	3.654	2.65704024
0.34945	3.5	3.648	2.67670656
0.34945	3.45	3.63	2.735766
0.34947	3.65	3.648	2.67670656
0.34966	3.76	3.724	2.42834464
0.34986	3.88	3.81	2.149254
0.34986	3.88	3.844	2.03948704
0.34986	3.88	3.874	1.94290264
0.34986	3.82	3.84	2.052384
0.35004	3.91	3.83	2.084646
0.35006	3.71	3.7975	2.189690875
0.3502	NA	3.7325	2.400667875
0.35025	3.75	3.545	3.0158835
0.35045	3.56	3.53	3.065526
0.35045	3.16	3.586	2.88051544
0.35045	3.65	3.652	2.66359456
0.35079	3.81	3.756	2.32425504
0.35084	4.08	3.94	1.731304
