Age_GTS2004	d18O_adj	d18O_adj_5pt_average	temp_C
34.74243	1.16	1.124	11.84367264
34.749	1.04	1.124	11.84367264
34.75048	1.14	1.122	11.85164376
34.76346	1.06	1.104	11.92343424
34.76809	1.21	1.078	12.02729176
34.7838	1.07	1.1	11.9394
34.784	0.91	1.12	11.859616
34.79086	1.25	1.12	11.859616
34.79086	1.16	1.156	11.71628704
34.7955	1.21	1.204	11.52574624
34.80792	1.25	1.2	11.5416
34.80792	1.15	1.198	11.54952856
34.8171	1.23	1.026	12.23557464
34.82241	1.15	0.994	12.36412504
34.82352	0.35	0.998	12.34804056
34.8306	1.09	0.996	12.35608224
34.8387	1.17	0.9575	12.511102875
34.83937	1.22	1.1675	11.670577875
34.83937	NA	1.1825	11.611012875
34.84543	1.19	1.02	12.259656
34.8495	1.15	0.995	12.3601035
34.85534	0.52	1.04	12.179424
34.8594	1.12	1.04	12.179424
34.86077	1.22	1.084	12.00330784
34.86077	1.19	1.226	11.43863064
34.8693	1.37	1.2525	11.333875875
34.8756	1.23	1.1425	11.769992875
34.88244	NA	1.1275	11.829725875
34.88244	0.78	1.07	12.059286
34.8873	1.13	1.0675	12.069287875
34.8972	1.14	1.08	12.019296
34.89999	1.22	1.028	12.22754976
34.89999	1.13	0.972	12.45266976
34.90387	0.52	0.968	12.46878336
34.90387	0.85	0.942	12.57363096
34.90387	1.12	0.956	12.51715104
34.9089	1.09	1.078	12.02729176
34.91363	1.2	1.152	11.73219456
34.91363	1.13	1.16	11.700384
34.91749	1.22	1.195	11.5614235
34.91749	NA	1.1725	11.650715875
34.9188	1.23	1.0975	11.949380875
34.9269	1.11	1.0925	11.969347875
34.93057	0.83	1.126	11.83570264
34.9332	1.2	1.12	11.859616
34.93623	1.26	1.092	11.97134496
34.93664	1.2	1.082	12.01130136
34.93664	0.97	1.036	12.19546144
34.9524	0.78	0.978	12.42850776
34.95284	0.97	0.938	12.58977816
34.95284	0.97	0.938	12.58977816
34.9716	1	0.97	12.460726
34.9716	0.97	0.984	12.40435584
34.985	0.94	0.99	12.380214
34.99205	1.04	1.01	12.299814
34.99205	1	1.032	12.21150336
35.00094	1.1	1.052	12.13133856
35.00094	1.08	1.044	12.16339104
35.00399	1.04	1.046	12.15537624
35.00399	1	1.056	12.11531904
35.01763	1.01	0.92	12.662496
35.02177	1.15	0.916	12.67866784
35.03114	0.4	0.916	12.67866784
35.03468	1.02	1.074	12.04328664
35.0457	1	1.055	12.1193235
35.05046	1.8	1.225	11.4425875
35.05046	NA	1.2375	11.393146875
35.05046	1.08	1.2625	11.294396875
35.05238	1.07	1.1025	11.929420875
35.05988	1.1	1.052	12.13133856
35.08406	1.16	1.04	12.179424
35.08406	0.85	1.08	12.019296
35.10824	1.02	1.075	12.0392875
35.12288	1.27	1.0475	12.149365875
35.12288	NA	1.0625	12.089296875
35.12742	1.05	0.8825	12.814282875
35.14438	0.91	0.8425	12.976622875
35.14529	0.3	0.862	12.89742616
35.1466	1.11	0.822	13.05999576
35.162	0.94	0.814	13.09256344
35.16333	0.85	0.94	12.581704
35.17078	0.87	0.87	12.864966
35.177	0.93	0.882	12.81630936
35.1817	0.76	0.908	12.71102496
35.18412	1	0.954	12.52521624
35.18412	0.98	0.95	12.54135
35.18996	1.1	1.01	12.299814
35.20497	0.91	0.838	12.99491416
35.22665	1.06	0.908	12.71102496
35.2348	0.14	0.86	12.905544
35.23485	1.33	0.985	12.4003315
35.23485	NA	0.96	12.501024
35.23953	1.41	1.25	11.34375
35.23953	NA	1.133333333	11.8064888902164
35.24916	1.01	1.0825	12.009302875
35.25251	0.98	0.95	12.54135
35.25604	0.93	0.932	12.61400736
35.26751	0.88	0.97	12.460726
35.28835	0.86	0.926	12.63824664
35.3067	1.2	0.978	12.42850776
35.31065	0.76	1.038	12.18744216
35.32058	1.19	1.036	12.19546144
35.32921	1.18	0.99	12.380214
35.33341	0.85	1.036	12.19546144
35.343	0.97	1	12.34
35.34422	0.99	0.955	12.5211835
35.34682	1.01	0.99	12.380214
35.34682	NA	1.043333333	12.1660628902248
35.37133	NA	1.07	12.059286
35.38759	1.13	0.963333333	12.4875882235656
35.40427	1.07	0.925	12.6422875
35.40923	0.69	0.925	12.6422875
35.40964	0.81	0.8525	12.935995875
35.40964	NA	0.78	13.231176
35.42584	0.84	0.98	12.420456
35.42584	NA	0.97	12.460726
35.43079	1.29	0.965	12.4808715
35.4394	0.78	1.006666667	12.3132062208828
35.44203	0.95	1.065	12.0792915
35.44203	NA	0.99	12.380214
35.4425	1.24	1.113333333	11.8861982235516
35.4425	NA	1.19	11.581254
35.44572	1.15	1.12	11.859616
35.44743	1.18	1.105	11.9194435
35.46202	0.91	1.13	11.819766
35.46313	1.18	1.16	11.700384
35.48552	1.23	1.17	11.660646
35.49712	1.3	1.136	11.79586944
35.51122	1.23	1.134	11.80383384
35.52991	0.74	1.14	11.779944
35.53444	1.17	1.114	11.88353944
35.55258	1.26	0.998	12.34804056
35.58003	1.17	1.066	12.07528984
35.5845	0.65	1.018	12.26768536
35.59368	1.08	0.964	12.48490144
35.60806	0.93	0.902	12.73530456
35.60869	0.99	1.012	12.29178016
35.61533	0.86	1.016	12.27571584
35.62165	1.2	1.072	12.05128576
35.65168	1.1	1.176	11.63681664
35.66736	1.21	1.068	12.06728736
35.67565	1.51	1.05	12.13935
35.68075	0.32	1.016	12.27571584
35.68306	1.11	0.97	12.460726
35.68512	0.93	0.894	12.76769304
35.68989	0.98	1.058	12.10731096
35.69466	1.13	1.044	12.16339104
35.70828	1.14	1.068	12.06728736
35.70836	1.04	1.08	12.019296
35.72374	1.05	1.114	11.88353944
35.73584	1.04	1.114	11.88353944
35.78086	1.3	1.074	12.04328664
35.79767	1.14	1.072	12.05128576
35.79927	0.84	1.036	12.19546144
35.8106	1.04	0.98	12.420456
35.8106	0.86	0.94	12.581704
35.8241	1.02	0.938	12.58977816
35.8341	0.94	0.936	12.59785344
35.8341	0.83	1.044	12.16339104
35.83976	1.03	1.102	11.93141656
35.85883	1.4	1.174	11.64475864
35.87093	1.31	1.184	11.60505984
35.87429	1.3	1.12	11.859616
35.87817	0.88	1.05	12.13935
35.88344	0.71	1.055	12.1193235
35.88344	NA	0.973333333	12.447299556898
35.88572	1.33	0.956666667	12.5144628875448
35.886	NA	1.166666667	11.6738888875644
35.90755	0.83	1.1775	11.630860875
35.91116	1.34	1.1475	11.750095875
35.91529	1.21	1.118	11.86758936
35.93142	1.21	1.134	11.80383384
35.93779	1	1.102	11.93141656
35.94427	0.91	1.088	11.98732416
35.94894	1.18	1.066	12.07528984
35.96258	1.14	1.072	12.05128576
35.97115	1.1	1	12.34
35.97694	1.03	0.955	12.5211835
35.98767	0.55	0.9275	12.632185875
35.98767	NA	0.945	12.5615235
35.98833	1.03	0.9425	12.571612875
35.98948	1.17	0.9925	12.370157875
35.99561	1.02	0.9925	12.370157875
35.99835	0.75	0.99	12.380214
35.99835	NA	0.93	12.622086
36.001	1.02	0.816666667	13.0817055541984
36.001	NA	0.85	12.94615
36.00106	0.68	0.85	12.94615
36.00106	NA	0.765	13.2924315
36.00661	0.85	0.806666667	13.1224328875308
36.00661	NA	0.53	14.260326
36.01457	0.89	0.53	14.260326
36.02285	-0.15	0.506666667	14.3572728875028
36.02285	NA	0.506666667	14.3572728875028
36.02555	0.78	0.583333333	14.0393055569344
36.02555	NA	0.96	12.501024
36.03008	1.12	0.9925	12.370157875
36.03329	0.98	1.08	12.019296
36.04557	1.09	0.95	12.54135
36.04827	1.13	0.9075	12.713047875
36.05113	0.43	0.96	12.501024
36.05113	NA	1.04	12.179424
36.06359	1.19	0.9	12.7434
36.07351	1.41	1.056666667	12.1126495542208
36.07819	0.57	0.9325	12.611987875
36.07819	NA	0.846666667	12.9596915542012
36.0809	0.56	0.773333333	13.25839289025
36.0809	NA	0.98	12.420456
36.08182	1.19	0.96	12.501024
36.09641	1.19	1.093333333	11.9660195568868
36.09698	0.9	1.095	11.9593635
36.09698	NA	1.025	12.2395875
36.11391	1.1	1.0075	12.309857875
36.11481	0.91	1.065	12.0792915
36.12485	1.12	1.065	12.0792915
36.13674	1.13	1.053333333	12.1259982235572
36.14572	NA	1.113333333	11.8861982235516
36.14572	NA	1.136666667	11.7932148875616
36.15805	1.09	1.076666667	12.032622887556
36.17576	1.19	1.0075	12.309857875
36.17636	0.95	1.026	12.23557464
36.18442	0.8	0.964	12.48490144
36.19499	1.1	0.978	12.42850776
36.19911	0.78	0.936	12.59785344
36.2073	1.26	0.97	12.460726
36.20796	0.74	0.926666667	12.635552887542
36.20796	NA	1	12.34
36.21338	NA	0.725	13.4560875
36.21338	NA	0.71	13.517574
36.21743	0.71	0.6	13.9704
36.21743	NA	0.6	13.9704
36.22014	0.49	0.6	13.9704
36.22014	NA	0.515	14.3226315
36.22014	NA	0.515	14.3226315
36.22555	0.54	0.815	13.0884915
36.22555	NA	0.815	13.0884915
36.22653	1.09	0.815	13.0884915
36.22961	NA	0.975	12.4405875
36.22961	NA	0.836666667	13.0003348875336
36.22987	0.86	0.71	13.517574
36.23096	0.56	0.866666667	12.8784888875364
36.23096	NA	0.855	12.9258435
36.23223	1.18	0.835	13.0071115
36.23232	0.82	0.926666667	12.635552887542
36.23232	0.78	0.926666667	12.635552887542
36.23232	NA	0.8	13.1496
36.23232	NA	0.73	13.435606
36.23232	NA	0.68	13.640736
36.23502	0.68	0.68	13.640736
36.23502	NA	0.75	13.35375
36.23502	NA	0.73	13.435606
36.23638	0.82	0.733333333	13.4219555569204
36.23638	0.69	0.733333333	13.4219555569204
36.23638	0.69	0.733333333	13.4219555569204
36.23638	NA	0.69	13.599654
36.23638	NA	0.72	13.476576
36.23638	NA	0.75	13.35375
36.23773	0.75	0.755	13.3333035
36.23773	NA	0.755	13.3333035
36.23909	0.76	0.773333333	13.25839289025
36.23909	NA	0.793333333	13.1767795569148
36.24044	0.81	0.793333333	13.1767795569148
36.24044	0.81	0.81	13.108854
36.24044	NA	0.736666667	13.4083082208576
36.24044	NA	0.7	13.5586
36.24179	0.59	0.705	13.5380835
36.24179	NA	0.705	13.5380835
36.24314	0.82	0.846666667	12.9596915542012
36.24314	NA	0.793333333	13.1767795569148
36.24499	1.13	0.7725	13.261795875
36.24524	0.43	0.756666667	13.3264895541928
36.24585	0.71	0.756666667	13.3264895541928
36.24585	NA	0.57	14.094486
36.2472	NA	0.67	13.681846
36.2472	NA	0.63	13.846566
36.24856	0.63	0.755	13.3333035
36.24856	NA	0.77	13.272006
36.25404	0.88	0.77	13.272006
36.25532	0.8	0.813333333	13.0952782235796
36.25532	NA	0.813333333	13.0952782235796
36.25668	0.76	0.733333333	13.4219555569204
36.25668	NA	0.7	13.5586
36.26209	0.64	0.7	13.5586
36.26209	NA	0.64	13.805344
36.26209	NA	0.645	13.7847435
36.26209	NA	0.65	13.76415
36.26344	0.65	0.72	13.476576
36.26344	NA	0.72	13.476576
36.26479	0.79	0.756666667	13.3264895541928
36.26479	NA	0.81	13.108854
36.26885	0.83	0.876666667	12.837929554204
36.26885	NA	0.873333333	12.851446223574
36.27021	1.01	0.873333333	12.851446223574
36.27021	0.78	0.895	12.7636435
36.27021	NA	0.82	13.068136
36.27021	NA	0.725	13.4560875
36.27291	0.67	-0.335	17.9562115
36.27291	NA	0.06	16.242504
36.27427	-1.34	0.06	16.242504
36.27427	0.85	-0.245	17.5619035
36.27427	NA	0.043333333	16.3139295569848
36.27427	NA	0.735	13.4151315
36.27562	0.62	0.955	12.5211835
36.27562	NA	0.955	12.5211835
36.2778	1.29	0.39	14.844294
36.2778	NA	0.275	15.3280875
36.27828	-0.74	0.493333333	14.4127395569428
36.27828	NA	0.095	16.0927635
36.27961	0.93	0.253333333	15.4196515569652
36.27961	NA	0.75	13.35375
36.28094	0.57	0.75	13.35375
36.28094	0.75	0.66	13.722984
36.28094	NA	0.66	13.722984
36.28094	NA	0.78	13.231176
36.28094	NA	0.81	13.108854
36.2836	0.81	0.755	13.3333035
36.2836	NA	0.755	13.3333035
36.28493	0.7	0.73	13.435606
36.28493	NA	0.69	13.599654
36.28759	0.68	0.726666667	13.44925955419
36.28759	NA	0.74	13.394664
36.28892	0.8	0.74	13.394664
36.28892	NA	0.8	13.1496
36.29025	NA	0.73	13.435606
36.29025	NA	0.66	13.722984
36.30221	0.66	0.545	14.1980835
36.30221	NA	0.545	14.1980835
36.30619	0.43	0.73	13.435606
36.30619	NA	0.69	13.599654
36.31113	1.1	0.69	13.599654
36.31151	0.54	1.076666667	12.032622887556
36.31151	NA	0.9825	12.410392875
36.31192	1.59	0.943333333	12.5682495569008
36.3155	0.7	1.226666667	11.43599288757
36.3155	NA	1.0925	11.969347875
36.31855	1.39	0.99	12.380214
36.32242	0.69	1.0125	12.289771875
36.32281	1.18	1.0125	12.289771875
36.32614	0.79	0.81	13.108854
36.32614	NA	0.85	12.94615
36.3288	0.58	0.68	13.640736
36.3288	NA	0.625	13.8671875
36.33013	0.67	0.643333333	13.7916095569288
36.33013	NA	0.675	13.6612875
36.33411	0.68	0.686666667	13.6133448875196
36.33411	NA	0.695	13.5791235
36.33809	0.71	0.686666667	13.6133448875196
36.33809	NA	0.69	13.599654
36.34607	0.67	0.61	13.929094
36.34607	NA	0.56	14.135904
36.35006	0.45	0.596666667	13.9841748875112
36.35006	NA	0.56	14.135904
36.35272	0.67	0.57	14.094486
36.35272	NA	0.63	13.846566
36.35937	0.59	0.693333333	13.5859662235908
36.35937	NA	0.705	13.5380835
36.36999	0.82	0.716666667	13.4902388875224
36.36999	NA	0.78	13.231176
36.37132	0.74	0.803333333	13.1360148902472
36.37132	NA	0.795	13.1699835
36.37265	0.85	0.813333333	13.0952782235796
36.37265	NA	0.85	12.94615
36.37532	0.85	0.896666667	12.7568948875392
36.37532	NA	0.92	12.662496
36.37664	0.99	0.873333333	12.851446223574
36.37664	NA	0.885	12.8041515
36.38063	0.78	0.886666667	12.7973982208716
36.38063	NA	0.8	13.1496
36.38196	0.89	0.8	13.1496
36.38196	0.73	0.81	13.108854
36.38196	NA	0.776666667	13.244782887528
36.38196	NA	0.76	13.312864
36.38329	0.71	0.775	13.2515875
36.38329	0.84	0.775	13.2515875
36.38329	NA	0.775	13.2515875
36.38329	NA	0.76	13.312864
36.38329	NA	0.68	13.640736
36.38462	0.68	0.78	13.231176
36.38462	NA	0.78	13.231176
36.38595	0.88	0.786666667	13.2039715541956
36.38595	NA	0.813333333	13.0952782235796
36.38728	0.8	0.813333333	13.0952782235796
36.38728	0.76	0.78	13.231176
36.38728	NA	0.803333333	13.1360148902472
36.38728	NA	0.81	13.108854
36.38861	0.85	0.835	13.0071115
36.38861	0.82	0.835	13.0071115
36.38861	NA	0.813333333	13.0952782235796
36.38861	NA	0.793333333	13.1767795569148
36.39118	0.77	0.78	13.231176
36.39127	0.79	0.803333333	13.1360148902472
36.39127	NA	0.7925	13.180177875
36.39259	0.85	0.8	13.1496
36.39259	0.76	0.805	13.1292235
36.39259	NA	0.733333333	13.4219555569204
36.39259	NA	0.675	13.6612875
36.39392	0.59	0.75	13.35375
36.39392	NA	0.763333333	13.2992415569176
36.39456	0.91	0.715	13.4970715
36.39456	0.79	0.756666667	13.3264895541928
36.39525	0.57	0.73	13.435606
36.39525	NA	0.67	13.681846
36.39658	0.65	0.65	13.76415
36.39658	NA	0.69	13.599654
36.40057	0.73	0.7	13.5586
36.40057	NA	0.725	13.4560875
36.40456	0.72	0.72	13.476576
36.40456	NA	0.715	13.4970715
36.40588	0.71	0.733333333	13.4219555569204
36.40588	NA	0.74	13.394664
36.40854	0.77	0.743333333	13.3810228902528
36.40854	NA	0.69	13.599654
36.42715	0.75	0.855	12.9258435
36.42715	0.55	0.883333333	12.8109055569064
36.43703	1.35	0.8825	12.814282875
36.43874	NA	0.926666667	12.635552887542
36.43911	0.88	1.07	12.059286
36.43911	NA	0.93	12.622086
36.45732	0.98	0.89	12.783894
36.45732	NA	0.895	12.7636435
36.45798	0.81	0.87	12.864966
36.45798	NA	0.815	13.0884915
36.45931	0.82	0.803333333	13.1360148902472
36.45931	NA	0.8	13.1496
36.45998	0.78	0.793333333	13.1767795569148
36.45998	NA	0.78	13.231176
36.46131	0.78	0.793333333	13.1767795569148
36.46131	NA	0.8	13.1496
36.46529	0.82	0.823333333	13.054569556912
36.46529	NA	0.876666667	12.837929554204
36.46671	0.87	0.8	13.1496
36.46671	0.94	0.793333333	13.1767795569148
36.46928	0.57	0.8975	12.753520875
36.46928	NA	0.906666667	12.7164195542068
36.4766	1.21	0.886666667	12.7973982208716
36.4766	NA	0.966666667	12.4741555542124
36.4766	0.88	0.966666667	12.4741555542124
36.48058	0.81	0.78	13.231176
36.48058	NA	0.78	13.231176
36.48324	0.65	0.746666667	13.3673848875252
36.48324	NA	0.813333333	13.0952782235796
36.48759	0.78	0.765	13.2924315
36.48759	1.01	0.803333333	13.1360148902472
36.48922	0.62	0.75	13.35375
36.48922	NA	0.74	13.394664
36.48988	0.59	0.673333333	13.668139556926
36.48988	NA	0.7	13.5586
36.49255	0.81	0.74	13.394664
36.49255	NA	0.815	13.0884915
36.49321	0.82	0.84	12.986784
36.49321	NA	0.855	12.9258435
36.49453	0.89	0.923333333	12.649022890236
36.49453	NA	0.953333333	12.5279048902332
36.4948	1.06	0.953333333	12.5279048902332
36.5069	0.91	0.956666667	12.5144628875448
36.5069	NA	0.956666667	12.5144628875448
36.50822	0.9	0.91	12.702934
36.50822	NA	0.91	12.702934
36.50956	0.92	0.91	12.702934
36.50956	NA	0.92	12.662496
36.51221	NA	1.005	12.3199035
36.51221	NA	1.09	11.979334
36.51353	1.09	0.99	12.380214
36.51353	NA	0.99	12.380214
36.51485	0.89	0.943333333	12.5682495569008
36.51485	NA	0.87	12.864966
36.51617	0.85	0.863333333	12.8920148902416
36.51617	NA	0.85	12.94615
36.51709	0.85	0.833333333	13.0138888902444
36.51709	NA	0.825	13.0477875
36.51749	0.8	0.84	12.986784
36.51749	NA	0.835	13.0071115
36.51841	0.87	0.85	12.94615
36.51841	NA	0.875	12.8446875
36.51881	0.88	0.92	12.662496
36.51881	NA	0.873333333	12.851446223574
36.51955	1.01	0.873333333	12.851446223574
36.51973	0.73	0.843333333	12.9732362235768
36.51973	NA	0.843333333	12.9732362235768
36.52013	0.79	0.816666667	13.0817055541984
36.52013	NA	0.86	12.905544
36.52145	0.93	0.803333333	13.1360148902472
36.52145	NA	0.81	13.108854
36.52237	0.69	0.816666667	13.0817055541984
36.52237	NA	0.76	13.312864
36.52277	0.83	0.806666667	13.1224328875308
36.52277	NA	0.865	12.8852515
36.52408	0.9	0.85	12.94615
36.52408	NA	0.86	12.905544
36.52501	0.82	0.85	12.94615
36.52501	NA	0.825	13.0477875
36.5254	0.83	0.8	13.1496
36.5254	NA	0.79	13.190374
36.52765	0.75	0.786666667	13.2039715541956
36.52765	NA	0.82	13.068136
36.52781	0.78	0.82	13.068136
36.52804	0.93	0.81	13.108854
36.52804	NA	0.81	13.108854
36.52897	0.72	0.903333333	12.7299082235712
36.52897	NA	0.89	12.783894
36.52936	1.06	0.81	13.108854
36.52936	NA	0.855	12.9258435
36.53029	0.65	0.9	12.7434
36.53029	NA	0.82	13.068136
36.53068	0.99	0.756666667	13.3264895541928
36.53068	NA	0.81	13.108854
36.53161	0.63	0.873333333	12.851446223574
36.53161	NA	0.815	13.0884915
36.532	1	0.79	13.190374
36.532	NA	0.87	12.864966
36.53293	0.74	0.9	12.7434
36.53293	NA	0.85	12.94615
36.53333	0.96	0.846666667	12.9596915542012
36.53333	NA	0.9	12.7434
36.53557	0.84	0.913333333	12.6894515569036
36.53557	NA	0.866666667	12.8784888875364
36.53991	0.94	0.866666667	12.8784888875364
36.53991	0.82	0.88	12.824416
36.53991	NA	0.866666667	12.8784888875364
36.53991	NA	0.83	13.027446
36.54255	0.84	0.905	12.7231635
36.54255	NA	0.905	12.7231635
36.54387	0.97	0.913333333	12.6894515569036
36.54387	NA	0.95	12.54135
36.54651	0.93	0.883333333	12.8109055569064
36.54651	NA	0.84	12.986784
36.54783	0.75	0.833333333	13.0138888902444
36.54783	NA	0.785	13.2107715
36.54915	0.82	0.916666667	12.6759722208744
36.54915	NA	1	12.34
36.55047	1.18	1.016666667	12.2730388875504
36.55047	NA	1.115	11.8795515
36.55442	1.05	1.07	12.059286
36.55442	NA	1.015	12.2797315
36.55574	0.98	1.03	12.219526
36.55574	NA	1.02	12.259656
36.55707	1.06	1	12.34
36.55707	NA	1.01	12.299814
36.55839	0.96	1.013333333	12.2864248902276
36.55839	NA	0.99	12.380214
36.56103	1.02	1.063333333	12.0859615568896
36.56103	NA	1.063333333	12.0859615568896
36.56104	1.21	1.0525	12.129335875
36.56157	0.96	1.063333333	12.0859615568896
36.56235	1.02	1.055	12.1193235
36.56235	NA	1.003333333	12.3266015568952
36.56367	1.03	1.025	12.2395875
36.56367	NA	0.925	12.6422875
36.56367	NA	0.925	12.6422875
36.56499	0.82	0.92	12.662496
36.56499	NA	0.92	12.662496
36.56894	1.02	0.993333333	12.3668062235628
36.56894	NA	1.08	12.019296
36.57026	1.14	1.043333333	12.1660628902248
36.57026	NA	1.055	12.1193235
36.57158	0.97	1.09	11.979334
36.57158	NA	1.065	12.0792915
36.57289	1.16	1.07	12.059286
36.57289	NA	1.12	11.859616
36.57553	1.08	1.07	12.059286
36.57553	NA	1.025	12.2395875
36.57685	0.97	1.03	12.219526
36.57685	NA	1.005	12.3199035
36.57817	1.04	1	12.34
36.57817	NA	1.015	12.2797315
36.57949	0.99	0.996666667	12.3534015542152
36.57949	NA	0.975	12.4405875
36.58081	0.96	0.963333333	12.4875882235656
36.58081	NA	0.783333333	13.2175722235824
36.59206	0.94	0.783333333	13.2175722235824
36.59269	0.45	0.736666667	13.4083082208576
36.59269	NA	0.736666667	13.4083082208576
36.59401	0.82	0.706666667	13.5312462208548
36.59401	NA	0.835	13.0071115
36.59533	0.85	0.813333333	13.0952782235796
36.59533	NA	0.81	13.108854
36.59665	0.77	0.916666667	12.6759722208744
36.59665	NA	0.92	12.662496
36.59674	1.13	0.92	12.662496
36.59797	0.86	0.953333333	12.5279048902332
36.59797	NA	0.953333333	12.5279048902332
36.59929	0.87	0.906666667	12.7164195542068
36.59929	NA	0.93	12.622086
36.60061	0.99	0.93	12.622086
36.60061	NA	0.99	12.380214
36.60192	NA	0.925	12.6422875
36.60192	NA	0.86	12.905544
36.60324	0.86	0.92	12.662496
36.60324	NA	0.92	12.662496
36.60456	0.98	0.89	12.783894
36.60456	NA	0.905	12.7231635
36.60588	0.83	0.926666667	12.635552887542
36.60588	NA	0.913333333	12.6894515569036
36.61026	0.97	0.913333333	12.6894515569036
36.61248	0.94	0.926666667	12.635552887542
36.61248	NA	0.915	12.6827115
36.62208	0.87	0.895	12.7636435
36.62437	0.88	0.8625	12.895396875
36.62667	0.89	0.868	12.87307936
36.62896	0.81	0.932	12.61400736
36.63126	0.89	0.914	12.68675544
36.63148	1.19	0.888	12.79199616
36.63355	0.79	0.85	12.94615
36.63584	0.76	0.834	13.01117784
36.63745	0.62	0.752	13.34557056
36.63813	0.81	0.722	13.46837976
36.64042	0.78	0.724	13.46018464
36.64053	0.64	0.766	13.28834584
36.64272	0.77	0.768	13.28017536
36.64502	0.83	0.772	13.26383776
36.64731	0.82	0.806	13.12514904
36.6496	0.8	0.812	13.10070816
36.65189	0.81	0.802	13.14144856
36.65418	0.8	0.8	13.1496
36.65648	0.78	0.774	13.25567064
36.65877	0.81	0.774	13.25567064
36.66084	0.67	0.784	13.21485184
36.66106	0.81	0.79	13.190374
36.66336	0.85	0.774	13.25567064
36.66566	0.81	0.952	12.53328256
36.66795	0.73	0.962	12.49296216
36.66911	1.56	0.94	12.581704
36.67024	0.86	0.948	12.54941856
36.67253	0.74	1.018	12.26768536
36.67482	0.85	0.87	12.864966
36.67531	1.08	0.866	12.88119384
36.67712	0.82	0.884	12.80820384
36.67806	0.84	0.88	12.824416
36.67843	0.83	0.83	13.027446
36.67843	0.83	0.833333333	13.0138888902444
36.67843	NA	0.836666667	13.0003348875336
36.67843	NA	0.87	12.864966
36.67941	0.85	0.903333333	12.7299082235712
36.67975	0.93	0.903333333	12.7299082235712
36.67975	0.93	0.903333333	12.7299082235712
36.67975	NA	0.893333333	12.7703928902388
36.67975	NA	0.875	12.8446875
36.68171	0.82	0.815	13.0884915
36.68186	NA	1.023333333	12.24627622356
36.684	0.81	0.98	12.420456
36.68501	1.44	0.9875	12.390271875
36.68629	0.85	0.96	12.501024
36.68858	0.85	0.968	12.46878336
36.68899	0.85	0.85	12.94615
36.68899	0.85	0.85	12.94615
36.68899	NA	0.876666667	12.837929554204
36.68899	NA	0.89	12.783894
36.69031	0.93	0.835	13.0071115
36.69031	NA	0.87	12.864966
36.69088	0.74	0.87	12.864966
36.69162	0.94	0.816666667	13.0817055541984
36.69162	NA	0.816666667	13.0817055541984
36.69294	0.77	0.823333333	13.054569556912
36.69294	NA	0.863333333	12.8920148902416
36.69317	0.76	0.863333333	12.8920148902416
36.69426	1.06	0.866666667	12.8784888875364
36.69426	NA	0.8775	12.834550875
36.69547	0.78	0.916666667	12.6759722208744
36.69558	0.91	0.99	12.380214
36.69558	NA	0.99	12.380214
36.69603	1.28	0.963333333	12.4875882235656
36.69603	NA	0.983333333	12.4070388902304
36.69776	0.7	0.983333333	12.4070388902304
36.69822	0.97	0.79	13.190374
36.69822	NA	0.835	13.0071115
36.70006	0.7	0.88	12.824416
36.70086	0.97	0.79	13.190374
36.70086	NA	0.8325	13.017277875
36.70235	0.7	0.876666667	12.837929554204
36.7035	0.96	0.803333333	13.1360148902472
36.7035	NA	0.81	13.108854
36.70464	0.75	0.846666667	12.9596915542012
36.70482	0.83	0.81	13.108854
36.70482	NA	0.8175	13.078312875
36.70693	0.85	0.84	12.986784
36.70745	0.84	0.843333333	12.9732362235768
36.70745	NA	0.835	13.0071115
36.70922	0.84	0.8475	12.956305875
36.71152	0.81	0.85	12.94615
36.71273	0.9	0.8525	12.935995875
36.71273	NA	0.856666667	12.9190762208688
36.71537	0.86	0.793333333	13.1767795569148
36.71537	NA	0.666666667	13.6955555541844
36.71611	0.62	0.6575	13.733272875
36.7184	0.52	0.575	14.0737875
36.72069	0.63	0.596	13.98693024
36.72298	0.53	0.594	13.99519704
36.72528	0.68	0.63	13.846566
36.72757	0.61	0.678	13.64895576
36.72986	0.7	0.746	13.37011224
36.73215	0.87	0.738	13.40285016
36.73215	0.87	0.756	13.32921504
36.73446	0.64	0.746	13.37011224
36.73675	0.7	0.706	13.53398104
36.73904	0.65	0.648	13.77238656
36.74133	0.67	0.65	13.76415
36.74362	0.58	0.6475	13.774445875
36.74403	NA	0.68	13.640736
36.74403	0.69	0.68	13.640736
36.74403	0.78	0.745	13.3742035
36.74592	0.67	0.745	13.3742035
36.74703	0.84	0.715	13.4970715
36.74703	NA	0.6775	13.651010875
36.74821	0.57	0.6675	13.692127875
36.7505	0.63	0.5975	13.980730875
36.7528	0.63	0.612	13.92083616
36.7551	0.56	0.69	13.599654
36.75738	0.67	0.705	13.5380835
36.75758	0.96	0.705	13.5380835
36.75758	NA	0.7175	13.486822875
36.75968	0.63	0.715	13.4970715
36.76197	0.61	0.6575	13.733272875
36.76426	0.66	0.674	13.66539864
36.76656	0.73	0.772	13.26383776
36.76886	0.74	0.8125	13.098671875
36.77078	1.12	0.835	13.0071115
36.77078	NA	0.9075	12.713047875
36.77115	0.75	0.963333333	12.4875882235656
36.7721	1.02	0.8	13.1496
36.7721	NA	0.8575	12.915692875
36.77344	0.63	0.88	12.824416
36.77394	1.03	0.833333333	13.0138888902444
36.77394	0.84	0.9125	12.692821875
36.77394	NA	0.93	12.622086
36.7746	1.15	0.86	12.905544
